tconst,name,genre,film year,rating,nconst,Primary Actor Relative Ratings,Primary Actor Relative Ratings - Mean,Primary Actor Relative Ratings - Std Dev
tt1044988,The 24th Annual Tony Awards,['\\\\N'],1970,9.5,['nm0000323'],[2.1435507115942647],2.1435507115942647,0.0
tt1049245,British Film Forever,"['Documentary', 'History']",2007,6.7,['nm0000323'],[-0.0360750555447427],-0.0360750555447427,0.0
tt1057100,The Last Wave,['Documentary'],1993,7.5,['nm0000323'],[0.5745380586904127],0.5745380586904127,0.0
tt1068964,Quills: Creating Charenton,"['Documentary', 'Short']",2001,7.4,"['nm0000323', 'nm0001618']","[0.5203363503047492, 0.5839495289458408]",0.552142939625295,0.0318065893205458
tt1068966,Quills: The Marquis on the Marquee,"['Documentary', 'Short']",2001,7.8,"['nm0000323', 'nm0001691', 'nm0001618']","[0.850422830023305, 0.7147369920916392, 1.0341187698569851]",0.8664261973239764,0.1308771964243793
tt1076809,Fight of the Century,['Sport'],1971,8.5,"['nm0000323', 'nm0000095']","[1.3218745012408706, 1.8129150858573453]",1.567394793549108,0.2455202923082373
tt1089147,"Guns, Gangsters and Getaways: The Story of the British Crime Thriller","['Documentary', 'History']",2007,6.8,['nm0000323'],[0.046446564384896],0.046446564384896,0.0
tt1130088,Is Anybody There?,['Drama'],2008,6.7,['nm0000323'],[-0.0325350666017454],-0.0325350666017454,0.0
tt1134887,First Night,['Drama'],1963,8.3,['nm0000323'],[1.1285113498376178],1.1285113498376178,0.0
tt1174012,The Final Conversation,"['Comedy', 'Music', 'Talk-Show']",2007,8.1,['nm0000323'],[1.1192276234702034],1.1192276234702034,0.0
tt1183149,"Oscar, que empiece el espectáculo",['Documentary'],2008,6.7,"['nm0000323', 'nm0000849']","[-0.0325350666017454, 0.0724256866387859]",0.0199453100185202,0.0524803766202656
tt1216475,Cars 2,"['Adventure', 'Animation', 'Comedy']",2011,6.1,['nm0000323'],[-0.5170448193505899],-0.5170448193505899,0.0
tt1253296,Episode #16.119,"['Comedy', 'Music', 'Talk-Show']",2008,6.6,['nm0000323'],[-0.1150566865313849],-0.1150566865313849,0.0
tt1260430,The Dark Knight,"['Documentary', 'Short']",2008,8.0,"['nm0000323', 'nm0000288']","[1.040245992483562, 0.8946569543666978]",0.96745147342513,0.0727945190584321
tt1260431,The Dark Knight: Escalation,"['Documentary', 'Short']",2008,7.7,"['nm0000323', 'nm0000151', 'nm0000288']","[0.7926811326946449, 0.6390664312532175, 0.6705550325126121]",0.7007675321534914,0.0662518702913224
tt12728848,The Comeback,['Documentary'],2020,7.6,['nm0000323'],[0.7526393800809683],0.7526393800809683,0.0
tt1289406,Harry Brown,"['Action', 'Crime', 'Drama']",2009,7.2,['nm0000323'],[0.3836130219894463],0.3836130219894463,0.0
tt1341233,Nobel Peace Prize Concert,"['Documentary', 'Music']",2008,7.9,['nm0000323'],[0.9577243725539232],0.9577243725539232,0.0
tt1373504,"Cantinflas, Eva Renzi, Emily Cranz, Freddie Guzman, Teddy Stauffer","['Comedy', 'Family']",1966,5.8,['nm0000323'],[-0.9239091815743686],-0.9239091815743686,0.0
tt1397514,Journey 2: The Mysterious Island,"['Action', 'Adventure', 'Comedy']",2012,5.8,['nm0000323'],[-0.7610696901965095],-0.7610696901965095,0.0
tt1461632,Episode #1.128,"['Comedy', 'Music', 'Talk-Show']",1992,7.6,['nm0000323'],[0.6535196896770543],0.6535196896770543,0.0
tt15617058,Sean Connery: The Man and the Movies,"['Biography', 'Documentary', 'History']",2021,7.0,"['nm0000323', 'nm0000125']","[0.2610496494461316, 0.0169080278935214]",0.1389788386698265,0.1220708107763051
tt1610014,Pinter's Progress,['Documentary'],2009,8.0,['nm0000323'],[1.0437859814265584],1.0437859814265584,0.0
tt1641355,Michael Caine,"['Comedy', 'News', 'Talk-Show']",2010,7.1,['nm0000323'],[0.304631391002804],0.304631391002804,0.0
tt1695201,Inception,"['Documentary', 'Short']",2010,8.3,"['nm0000323', 'nm0000138']","[1.2948908301584734, 0.9869732353746442]",1.1409320327665589,0.1539587973919146
tt1763312,The Movie Life of George,['Documentary'],1989,6.7,['nm0000323'],[-0.099794856518687],-0.099794856518687,0.0
tt1838603,Last Love,"['Comedy', 'Drama', 'Romance']",2013,6.8,['nm0000323'],[0.0676864980428774],0.0676864980428774,0.0
tt1977585,Michael Caine,['Documentary'],2011,8.0,['nm0000323'],[1.0508659593125522],1.0508659593125522,0.0
tt2172088,The Princess Grace Foundation Special Gala Tribute to Cary Grant,['Reality-TV'],1988,8.5,['nm0000323'],[1.3820543132718184],1.3820543132718184,0.0
tt2211035,The Battle for The Battle of Britain,['Documentary'],1969,7.4,['nm0000323'],[0.4070567041288476],0.4070567041288476,0.0
tt2271463,Live for Peace: A Royal Gala,['Music'],1995,7.2,['nm0000323'],[0.3340531767874896],0.3340531767874896,0.0
tt2325576,Sharon Tate - Das Ende der Unschuld,['Documentary'],2012,7.0,['nm0000323'],[0.2291897489591591],0.2291897489591591,0.0
tt2568862,Going in Style,"['Comedy', 'Crime']",2017,6.6,"['nm0000323', 'nm0000273']","[-0.0831967860444131, -0.3292492327883056]",-0.2062230094163593,0.1230262233719462
tt2726926,Man at the Wall,"['Documentary', 'Short']",1966,6.9,['nm0000323'],[-0.0161713623483387],-0.0161713623483387,0.0
tt2802144,Kingsman: The Secret Service,"['Action', 'Adventure', 'Comedy']",2014,7.7,"['nm0000323', 'nm0000147', 'nm0000168']","[0.8139210663526264, 0.9980418614148644, 0.888034452072465]",0.8999991266133186,0.0756416193694056
tt2972500,Episode #1.1,"['Crime', 'Drama', 'Mystery']",1988,7.6,['nm0000323'],[0.6393597339050666],0.6393597339050666,0.0
tt2974114,Episode #1.2,"['Crime', 'Drama', 'Mystery']",1988,7.6,['nm0000323'],[0.6393597339050666],0.6393597339050666,0.0
tt3071812,TVGN Movie Special: Now You See Me,['Documentary'],2013,8.2,"['nm0000323', 'nm0000151']","[1.2229891770578236, 1.058716266130951]",1.140852721594387,0.0821364554634362
tt3138282,The Fire Rises: The Creation and Impact of the Dark Knight Trilogy,['Documentary'],2013,8.1,"['nm0000323', 'nm0000288']","[1.1404675571281848, 0.792929149592864]",0.9666983533605245,0.1737692037676604
tt3138746,Alex Zane's GuestList,['Talk-Show'],2008,7.2,['nm0000323'],[0.3800730330464497],0.3800730330464497,0.0
tt3253952,Tomtesterom,['Action'],2008,8.1,['nm0000323'],[1.1227676124132009],1.1227676124132009,0.0
tt3312830,Youth,"['Comedy', 'Drama', 'Music']",2015,7.3,['nm0000323'],[0.4873745755770665],0.4873745755770665,0.0
tt3727542,The Greatest Ever War Films,"['Documentary', 'War']",2014,7.8,['nm0000323'],[0.8964426862822651],0.8964426862822651,0.0
tt4119724,London,['Documentary'],1991,8.1,['nm0000323'],[1.0625878003822529],1.0625878003822529,0.0
tt4172224,Interstellar: Nolan's Odyssey,['Documentary'],2014,7.4,"['nm0000323', 'nm0000190', 'nm0413168']","[0.5663562065637094, 0.3305257363710566, 0.2240034135539934]",0.3736284521629198,0.1430495061202332
tt4304748,Julie Walters: A Life on Screen,"['Biography', 'Documentary']",2014,7.8,['nm0000323'],[0.8964426862822651],0.8964426862822651,0.0
tt4926058,GivingTales,['Family'],2015,8.7,['nm0000323'],[1.6426772545920123],1.6426772545920123,0.0
tt5026378,Kingsman: The Secret Service Revealed,['Documentary'],2015,7.8,['nm0000323'],[0.8999826752252617],0.8999826752252617,0.0
tt5074450,Candid Caine: A Self Portrait of Michael Caine,['Documentary'],1969,6.3,['nm0000323'],[-0.5006811150971823],-0.5006811150971823,0.0
tt5074794,Hero: The Bobby Moore Story,['Documentary'],2002,7.6,['nm0000323'],[0.6889195791070233],0.6889195791070233,0.0
tt5200774,Michael Caine/Larry Wilmore/Boots/Vulfpeck,"['Comedy', 'Talk-Show']",2015,6.9,['nm0000323'],[0.1572880958585107],0.1572880958585107,0.0
tt5239504,Ending the Knight,['Documentary'],2012,8.6,"['nm0000323', 'nm0000288']","[1.5495356678333836, 1.2017180417613795]",1.3756268547973816,0.173908813036002
tt5357908,Actors,['Talk-Show'],2016,4.8,"['nm0000323', 'nm0001125', 'nm0000168']","[-1.5721259337209124, -2.1512440073904906, -1.5297569877431152]",-1.7510423096181729,0.2835134694868442
tt5779540,Dear Dictator,['Comedy'],2017,5.0,['nm0000323'],[-1.4035427049186375],-1.4035427049186375,0.0
tt5789976,King of Thieves,"['Biography', 'Crime', 'Drama']",2018,5.5,['nm0000323'],[-0.9873946163274452],-0.9873946163274452,0.0
tt5846002,Episode #1.1,"['Adventure', 'Romance', 'Sci-Fi']",1997,6.3,['nm0000323'],[-0.4015614246932683],-0.4015614246932683,0.0
tt5846020,Episode #1.2,"['Adventure', 'Romance', 'Sci-Fi']",1997,6.2,['nm0000323'],[-0.484083044622907],-0.484083044622907,0.0
tt6043854,Now You See Me 2: The Art of the Ensemble,"['Documentary', 'Short']",2016,8.1,['nm0000323'],[1.1510875239571758],1.1510875239571758,0.0
tt6112088,Miss Congeniality: Behind the Beauty,"['Comedy', 'Documentary', 'Short']",2001,6.4,['nm0000323'],[-0.3048798489916411],-0.3048798489916411,0.0
tt6112098,Miss Congeniality: Behind the Crown,"['Comedy', 'Documentary', 'Short']",2001,7.5,['nm0000323'],[0.602857970234388],0.602857970234388,0.0
tt6200870,On the Set Gag Reel,"['Comedy', 'Family', 'Short']",2002,7.8,['nm0000323'],[0.8539628189663016],0.8539628189663016,0.0
tt6217492,Michael Caine/Sean Connery/David Brenner/Burt Mustin,"['Comedy', 'Talk-Show']",1975,9.1,"['nm0000323', 'nm0000125']","[1.831164176590692, 1.8089036270008965]",1.8200339017957945,0.0111302747948978
tt6264954,My Generation,"['Documentary', 'History']",2017,7.1,['nm0000323'],[0.329411313603782],0.329411313603782,0.0
tt6633012,"Watching, Waiting","['Documentary', 'Short']",2017,4.3,"['nm0000323', 'nm0001125']","[-1.9811940444261111, -2.670850216490371]",-2.326022130458241,0.34482808603213
tt6646780,Man at the Wall: The Making of Funeral in Berlin,"['Documentary', 'Short']",1966,6.0,['nm0000323'],[-0.7588659417150904],-0.7588659417150904,0.0
tt6726876,Michael Caine/Morgan Freeman/Jack Whitehall/Gemma Whelan/Take That,"['Comedy', 'Music', 'Talk-Show']",2017,7.5,"['nm0000323', 'nm0000151']","[0.6594977933223385, 0.4198184881712722]",0.5396581407468053,0.1198396525755331
tt7193356,Episode dated 22 December 2016,"['News', 'Talk-Show']",2016,1.0,['nm0000323'],[-4.707947491047196],-4.707947491047196,0.0
tt7726312,7th AACTA Awards,['\\\\N'],2017,3.8,"['nm0000323', 'nm0000313']","[-2.3938021440743062, -2.550156940517691]",-2.4719795422959985,0.0781773982216924
tt8876184,Michael Caine,['Documentary'],2015,7.5,['nm0000323'],[0.6524178154363447],0.6524178154363447,0.0
tt9114016,Michael Caine/Sally Field/Chris Pine/Rami Malek/Christine and the Queens,"['Comedy', 'Music', 'Talk-Show']",2018,7.8,['nm0000323'],[0.9106026420542528],0.9106026420542528,0.0
tt9402824,Episode #13.13,['Talk-Show'],2018,7.4,['nm0000323'],[0.580516162335697],0.580516162335697,0.0
tt0521843,Bar Mitzvah Crashers,"['Comedy', 'Drama', 'Family']",2006,8.0,['nm0000323'],[1.033166014597568],1.033166014597568,0.0
tt0828952,Halloween,"['Adventure', 'Comedy', 'Family']",2004,8.4,['nm0000323'],[1.3561725164301308],1.3561725164301308,0.0
tt1652130,Norse-ing Around/The Janitor's Apprentice,"['Action', 'Adventure', 'Animation']",2010,5.5,['nm0000323'],[-1.0157145278714204],-1.0157145278714204,0.0
tt1749624,Book Report of the Dead/Stan-Arctica,"['Action', 'Adventure', 'Animation']",2010,5.7,['nm0000323'],[-0.8506712880121421],-0.8506712880121421,0.0
tt1749627,Man-Arctica the Ride/Fanbidextrous,"['Action', 'Adventure', 'Animation']",2010,5.0,['nm0000323'],[-1.4283226275196157],-1.4283226275196157,0.0
tt1758141,Chicken Pox/Moppy Dearest,"['Action', 'Adventure', 'Animation']",2010,4.5,['nm0000323'],[-1.8409307271678108],-1.8409307271678108,0.0
tt1764948,Eyes on the Prize/Battle of the Stands,"['Action', 'Adventure', 'Animation']",2010,4.8,['nm0000323'],[-1.5933658673788935],-1.5933658673788935,0.0
tt1771235,Norse Code/The Great Bicycle Mystery,"['Action', 'Adventure', 'Animation']",2010,5.0,['nm0000323'],[-1.4283226275196157],-1.4283226275196157,0.0
tt1892405,I'm Man-Arctica!/No Toy Story,"['Action', 'Adventure', 'Animation']",2011,4.4,['nm0000323'],[-1.919912358154453],-1.919912358154453,0.0
tt1893781,Present Not Accounted For/The Sword in the Throne,"['Action', 'Adventure', 'Animation']",2011,5.4,['nm0000323'],[-1.0946961588580626],-1.0946961588580626,0.0
tt1894835,Schoolhouse Lock/Back from the Future,"['Action', 'Adventure', 'Animation']",2011,5.7,['nm0000323'],[-0.8471312990691455],-0.8471312990691455,0.0
tt1896037,Tooth or Scare/The Big Bopper,"['Action', 'Adventure', 'Animation']",2011,5.9,['nm0000323'],[-0.6820880592098674],-0.6820880592098674,0.0
tt2022828,Game Boy/Crib Notes,"['Action', 'Adventure', 'Animation']",2011,5.5,['nm0000323'],[-1.0121745389284238],-1.0121745389284238,0.0
tt2022829,Risky Brizness/Kids in the Hall,"['Action', 'Adventure', 'Animation']",2011,5.8,['nm0000323'],[-0.7646096791395068],-0.7646096791395068,0.0
tt2083505,There Will Be Shrieks,"['Action', 'Adventure', 'Animation']",2011,6.0,['nm0000323'],[-0.5995664392802286],-0.5995664392802286,0.0
tt2134969,A Very Brrr-y Icemas,"['Action', 'Adventure', 'Animation']",2011,6.0,['nm0000323'],[-0.5995664392802286],-0.5995664392802286,0.0
tt2222187,Robo-mance/Rattleskunkupine!,"['Action', 'Adventure', 'Animation']",2012,5.5,['nm0000323'],[-1.0086345499854266],-1.0086345499854266,0.0
tt2227407,Brain Freeze,"['Action', 'Adventure', 'Animation']",2014,5.9,['nm0000323'],[-0.6714680923808762],-0.6714680923808762,0.0
tt2239746,Secret Club/Attack of the Clones,"['Action', 'Adventure', 'Animation']",2012,5.6,['nm0000323'],[-0.9261129300557878],-0.9261129300557878,0.0
tt2292578,Slime Day/Boog Zapper,"['Action', 'Adventure', 'Animation']",2012,6.3,['nm0000323'],[-0.3484615905483143],-0.3484615905483143,0.0
tt2446850,Get You Next Time/Lice Lice Baby,"['Action', 'Adventure', 'Animation']",2012,4.8,['nm0000323'],[-1.5862858894929],-1.5862858894929,0.0
tt2467792,Funny Face/Put That Cookie Down!,"['Action', 'Adventure', 'Animation']",2012,5.4,['nm0000323'],[-1.0911561699150654],-1.0911561699150654,0.0
tt2478548,Super Chums,"['Action', 'Adventure', 'Animation']",2012,5.4,['nm0000323'],[-1.0911561699150654],-1.0911561699150654,0.0
tt2478550,Normal Day/Buddy Up,"['Action', 'Adventure', 'Animation']",2012,4.7,['nm0000323'],[-1.6688075094225387],-1.6688075094225387,0.0
tt0027260,After the Thin Man,"['Comedy', 'Crime', 'Mystery']",1936,7.7,['nm0000071'],[0.7673387673248353],0.7673387673248353,0.0
tt0027387,Born to Dance,"['Comedy', 'Musical', 'Romance']",1936,6.7,['nm0000071'],[-0.1080247381846356],-0.1080247381846356,0.0
tt0027791,Important News,"['Drama', 'Short']",1936,6.3,['nm0000071'],[-0.4581701403884243],-0.4581701403884243,0.0
tt0028029,Next Time We Love,"['Drama', 'Romance']",1936,6.5,['nm0000071'],[-0.28309743928653],-0.28309743928653,0.0
tt0028291,Speed,"['Action', 'Drama', 'Romance']",1936,5.9,['nm0000071'],[-0.8083155425922123],-0.8083155425922123,0.0
tt0029118,The Last Gangster,"['Crime', 'Drama', 'Thriller']",1937,6.7,"['nm0000071', 'nm0000064']","[-0.1125719236449038, -0.0907997034642456]",-0.1016858135545747,0.0108861100903291
tt0029297,Navy Blue and Gold,"['Drama', 'Sport']",1937,6.7,['nm0000071'],[-0.1125719236449038],-0.1125719236449038,0.0
tt0029539,Seventh Heaven,"['Drama', 'Romance']",1937,7.0,['nm0000071'],[0.1500371280079373],0.1500371280079373,0.0
tt0030517,Of Human Hearts,"['Drama', 'Western']",1938,6.9,['nm0000071'],[0.057953591996723],0.057953591996723,0.0
tt0030744,The Shopworn Angel,"['Drama', 'Romance']",1938,6.9,['nm0000071'],[0.057953591996723],0.057953591996723,0.0
tt0030944,Vivacious Lady,"['Comedy', 'Romance']",1938,7.2,['nm0000071'],[0.3205626436495642],0.3205626436495642,0.0
tt0030993,You Can't Take It with You,"['Comedy', 'Drama', 'Romance']",1938,7.9,['nm0000071'],[0.933317097506194],0.933317097506194,0.0
tt0031225,Destry Rides Again,"['Comedy', 'Western']",1939,7.7,['nm0000071'],[0.7536972109440323],0.7536972109440323,0.0
tt0031470,The Ice Follies of 1939,"['Drama', 'Music', 'Romance']",1939,5.0,['nm0000071'],[-1.6097842539315397],-1.6097842539315397,0.0
tt0031500,It's a Wonderful World,"['Comedy', 'Crime', 'Mystery']",1939,7.0,['nm0000071'],[0.1409427570874024],0.1409427570874024,0.0
tt0031602,Made for Each Other,"['Comedy', 'Drama', 'Romance']",1939,6.3,['nm0000071'],[-0.4718116967692274],-0.4718116967692274,0.0
tt0031679,Mr. Smith Goes to Washington,"['Comedy', 'Drama']",1939,8.1,['nm0000071'],[1.1038426131478205],1.1038426131478205,0.0
tt0032811,The Mortal Storm,['Drama'],1940,7.8,['nm0000071'],[0.8366863760347109],0.8366863760347109,0.0
tt0032846,No Time for Comedy,"['Comedy', 'Drama', 'Romance']",1940,6.3,['nm0000071'],[-0.4763588822294956],-0.4763588822294956,0.0
tt0032904,The Philadelphia Story,"['Comedy', 'Romance']",1940,7.9,"['nm0000071', 'nm0000026']","[0.9242227265856584, 1.3771194454611817]",1.15067108602342,0.2264483594377616
tt0033045,The Shop Around the Corner,"['Comedy', 'Drama', 'Romance']",1940,8.1,['nm0000071'],[1.099295427687552],1.099295427687552,0.0
tt0033477,Come Live with Me,"['Comedy', 'Romance']",1941,7.1,['nm0000071'],[0.2193847367178136],0.2193847367178136,0.0
tt0034055,Pot o' Gold,"['Comedy', 'Musical', 'Romance']",1941,6.1,['nm0000071'],[-0.6559787687916574],-0.6559787687916574,0.0
tt0034415,Ziegfeld Girl,"['Drama', 'Musical', 'Romance']",1941,6.8,['nm0000071'],[-0.0432243149350275],-0.0432243149350275,0.0
tt0034728,Fellow Americans,"['Documentary', 'Short']",1942,5.5,['nm0000071'],[-1.185744057557607],-1.185744057557607,0.0
tt0035565,Winning Your Wings,"['History', 'Short', 'War']",1942,6.3,['nm0000071'],[-0.4854532531500304],-0.4854532531500304,0.0
tt0038171,Thunderbolt,"['Documentary', 'History', 'Short']",1947,6.6,['nm0000071'],[-0.2455801287985279],-0.2455801287985279,0.0
tt0038650,It's a Wonderful Life,"['Drama', 'Family', 'Fantasy']",1946,8.6,['nm0000071'],[1.5096940676806825],1.5096940676806825,0.0
tt0039595,Magic Town,"['Comedy', 'Romance']",1947,6.5,['nm0000071'],[-0.3331164793494747],-0.3331164793494747,0.0
tt0040202,Call Northside 777,"['Drama', 'Film-Noir']",1948,7.4,['nm0000071'],[0.450163490148782],0.450163490148782,0.0
tt0040664,On Our Merry Way,"['Comedy', 'Music', 'Romance']",1948,5.8,"['nm0000071', 'nm0000020']","[-0.950418118666372, -1.1991506996534853]",-1.0747844091599288,0.1243662904935566
tt0040746,Rope,"['Crime', 'Drama', 'Mystery']",1948,8.0,['nm0000071'],[0.9753815934544644],0.9753815934544644,0.0
tt0040982,You Gotta Stay Happy,"['Comedy', 'Romance']",1948,6.8,['nm0000071'],[-0.075054613156901],-0.075054613156901,0.0
tt0041928,The Stratton Story,"['Biography', 'Drama', 'Romance']",1949,7.1,['nm0000071'],[0.1830072530356726],0.1830072530356726,0.0
tt0042286,Broken Arrow,"['Drama', 'Romance', 'Western']",1950,7.2,['nm0000071'],[0.265996418126352],0.265996418126352,0.0
tt0042546,Harvey,"['Comedy', 'Drama', 'Fantasy']",1950,7.9,['nm0000071'],[0.8787508719829819],0.8787508719829819,0.0
tt0042610,The Jackpot,['Comedy'],1950,6.8,['nm0000071'],[-0.0841489840774366],-0.0841489840774366,0.0
tt0043137,Winchester '73,"['Action', 'Drama', 'Western']",1950,7.6,['nm0000071'],[0.61614182033014],0.61614182033014,0.0
tt0043859,No Highway in the Sky,"['Drama', 'Thriller']",1951,7.2,['nm0000071'],[0.2614492326660846],0.2614492326660846,0.0
tt0044413,Bend of the River,"['Action', 'Adventure', 'Romance']",1952,7.3,['nm0000071'],[0.344438397756764],0.344438397756764,0.0
tt0044480,Carbine Williams,"['Biography', 'Crime', 'Drama']",1952,7.0,['nm0000071'],[0.0818293461039228],0.0818293461039228,0.0
tt0044672,The Greatest Show on Earth,"['Drama', 'Family', 'Romance']",1952,6.6,"['nm0000071', 'nm0000032']","[-0.2683160560998658, 0.1816485913950433]",-0.0433337323524112,0.2249823237474545
tt0044953,The Naked Spur,"['Drama', 'Thriller', 'Western']",1953,7.3,['nm0000071'],[0.3398912122964965],0.3398912122964965,0.0
tt0046425,Thunder Bay,"['Adventure', 'Drama']",1953,6.5,['nm0000071'],[-0.3603995921110801],-0.3603995921110801,0.0
tt0047030,The Glenn Miller Story,"['Biography', 'Drama', 'Music']",1954,7.3,['nm0000071'],[0.3353440268362284],0.3353440268362284,0.0
tt0047396,Rear Window,"['Mystery', 'Thriller']",1954,8.5,['nm0000071'],[1.3857802334475935],1.3857802334475935,0.0
tt0048055,The Far Country,"['Romance', 'Western']",1954,7.2,['nm0000071'],[0.2478076762852815],0.2478076762852815,0.0
tt0048342,The Man from Laramie,['Western'],1955,7.3,['nm0000071'],[0.3307968413759609],0.3307968413759609,0.0
tt0048667,Strategic Air Command,"['Action', 'Drama', 'War']",1955,6.4,['nm0000071'],[-0.4570303135825624],-0.4570303135825624,0.0
tt0049470,The Man Who Knew Too Much,"['Drama', 'Thriller']",1956,7.4,['nm0000071'],[0.4137860064666411],0.4137860064666411,0.0
tt0050763,Night Passage,"['Action', 'Adventure', 'Drama']",1957,6.7,['nm0000071'],[-0.2035156328502569],-0.2035156328502569,0.0
tt0051003,The Spirit of St. Louis,"['Adventure', 'Biography', 'Drama']",1957,7.2,['nm0000071'],[0.2341661199044785],0.2341661199044785,0.0
tt0052357,Vertigo,"['Mystery', 'Romance', 'Thriller']",1958,8.3,['nm0000071'],[1.1925187905046295],1.1925187905046295,0.0
tt0052561,Anatomy of a Murder,"['Drama', 'Mystery']",1959,8.0,['nm0000071'],[0.9253625533915204],0.9253625533915204,0.0
tt0052792,The FBI Story,"['Crime', 'Drama', 'History']",1959,6.5,['nm0000071'],[-0.3876827048726861],-0.3876827048726861,0.0
tt0054095,The Mountain Road,"['Drama', 'War']",1960,6.3,['nm0000071'],[-0.5673025914348487],-0.5673025914348487,0.0
tt0055558,Two Rode Together,['Western'],1961,6.8,['nm0000071'],[-0.1341680241403806],-0.1341680241403806,0.0
tt0055989,Flashing Spikes,['Drama'],1962,6.9,['nm0000071'],[-0.0511788590497005],-0.0511788590497005,0.0
tt0056085,How the West Was Won,['Western'],1962,7.1,"['nm0000071', 'nm0000060', 'nm0000020', 'nm0000078']","[0.123893842052193, 0.23020004580381, -0.0196486095377203, 0.6016955495135201]",0.2340352069579507,0.2300409936099811
tt0056217,The Man Who Shot Liberty Valance,"['Drama', 'Western']",1962,8.1,"['nm0000071', 'nm0000078']","[0.999257347561664, 1.6456540990590904]",1.322455723310377,0.3231983757487132
tt0056255,Mr. Hobbs Takes a Vacation,"['Comedy', 'Family']",1962,6.9,['nm0000071'],[-0.0511788590497005],-0.0511788590497005,0.0
tt0057556,"Take Her, She's Mine",['Comedy'],1963,6.3,['nm0000071'],[-0.580944147815651],-0.580944147815651,0.0
tt0059094,Dear Brigitte,"['Comedy', 'Family']",1965,6.3,['nm0000071'],[-0.5900385187361866],-0.5900385187361866,0.0
tt0059183,The Flight of the Phoenix,"['Adventure', 'Drama']",1965,7.5,"['nm0000071', 'nm0002075']","[0.4603976878751787, 0.9496227515526586]",0.7050102197139186,0.2446125318387399
tt0059711,Shenandoah,"['Drama', 'War', 'Western']",1965,7.3,['nm0000071'],[0.2853249867732844],0.2853249867732844,0.0
tt0060884,The Rare Breed,['Western'],1966,6.4,['nm0000071'],[-0.5070493536455065],-0.5070493536455065,0.0
tt0062708,Bandolero!,['Western'],1968,6.6,['nm0000071'],[-0.3410710234641485],-0.3410710234641485,0.0
tt0062975,Firecreek,['Western'],1968,6.9,"['nm0000071', 'nm0000020']","[-0.0784619718113066, -0.2435658092883249]",-0.1610138905498157,0.0825519187385091
tt0065542,The Cheyenne Social Club,"['Comedy', 'Romance', 'Western']",1970,6.9,"['nm0000071', 'nm0000020', 'nm0000037']","[-0.0875563427318414, -0.2539793831850483, -0.1740615082344905]",-0.1718657447171267,0.0679596602477802
tt0066673,The Jimmy Stewart Show,['Comedy'],1971,7.4,['nm0000071'],[0.3455782245626258],0.3455782245626258,0.0
tt0066759,The American West of John Ford,"['Biography', 'Documentary', 'Western']",1971,7.2,"['nm0000071', 'nm0000020', 'nm0000078']","[0.1705055234607315, 0.0298285469572429, 0.5410303742513511]",0.2471214815564418,0.2156143638279564
tt0067109,Fools' Parade,"['Comedy', 'Drama', 'Thriller']",1971,6.5,['nm0000071'],[-0.4422489303958983],-0.4422489303958983,0.0
tt0068680,Harvey,"['Comedy', 'Fantasy']",1972,8.0,['nm0000071'],[0.8662491424080407],0.8662491424080407,0.0
tt0069589,Hawkins,"['Crime', 'Drama', 'Mystery']",1973,7.8,['nm0000071'],[0.686629255845879],0.686629255845879,0.0
tt0070161,Death and the Maiden,"['Crime', 'Drama', 'Mystery']",1973,7.4,['nm0000071'],[0.336483853642091],0.336483853642091,0.0
tt0075213,The Shootist,"['Drama', 'Romance', 'Western']",1976,7.6,"['nm0000071', 'nm0000078']","[0.4979149983631815, 0.8669132217269535]",0.6824141100450675,0.184499111681886
tt0077890,The Magic of Lassie,"['Drama', 'Family', 'Musical']",1978,5.7,['nm0000071'],[-1.1743700330253486],-1.1743700330253486,0.0
tt0081190,Mr. Krueger's Christmas,"['Drama', 'Family', 'Fantasy']",1980,7.9,['nm0000071'],[0.742335308174953],0.742335308174953,0.0
tt0081987,A Tale of Africa,['Drama'],1980,5.4,['nm0000071'],[-1.4460734555987245],-1.4460734555987245,0.0
tt0084628,Sans Soleil,"['Documentary', 'Drama']",1983,8.0,['nm0000071'],[0.8162301023450967],0.8162301023450967,0.0
tt0086198,Right of Way,['Drama'],1983,8.0,['nm0000071'],[0.8162301023450967],0.8162301023450967,0.0
tt0093294,James Stewart: A Wonderful Life,['Drama'],1987,8.1,"['nm0000071', 'nm0000142']","[0.8855777110549731, 0.9826474859440004]",0.9341125984994868,0.0485348874445136
tt0101329,An American Tail: Fievel Goes West,"['Adventure', 'Animation', 'Family']",1991,6.5,['nm0000071'],[-0.5331926396012515],-0.5331926396012515,0.0
tt0116992,Marlene Dietrich: Shadow and Light,['Documentary'],1996,7.1,['nm0000071'],[-0.030710463596907],-0.030710463596907,0.0
tt0138986,AFI Life Achievement Award: A Tribute to Frank Capra,['\\\\N'],1982,7.6,"['nm0000071', 'nm0000032']","[0.4706318856015754, 0.5849229456254186]",0.527777415613497,0.0571455300119216
tt0268606,AFI Life Achievement Award: A Tribute to James Stewart,['\\\\N'],1980,6.5,['nm0000071'],[-0.4831735995383067],-0.4831735995383067,0.0
tt0280790,John Ford's America,['Documentary'],1989,2.6,['nm0000071'],[-3.938015940167652],-3.938015940167652,0.0
tt0284806,4 Vertigo,['Short'],2000,6.1,['nm0000071'],[-0.9242627109474484],-0.9242627109474484,0.0
